text,binary_label,multiclass_label
aissatou you are a bitch ass nigga,cyberbullying,ethnicity/race
@sight2see_ I just called you back bitch add me to yo favorites damn bitch,cyberbullying,gender/sexual
"@Dr_Jreid But Islam is proud of their slavery, imperialism, and genocide against minorities. The are murdering Kurds in Iran now.",cyberbullying,religion
"Mahmoud Al Mishhadani, Islamic party (Muslim Brotherhood of Iraq) Sunni Speaker of Iraqi parliament 2006-2008, dumped out Shia Iran direct implication in extremist Sunni terrorism, killing of 1000’s US soldiers, in cooperation w Syria:Qasem Soleimani helped us to resist the… https://t.co/vksXxKd4Kx https://t.co/DRWAFYOPPI",cyberbullying,religion
@TheBabylonBee Damage was for a sexual flagrancy that a nigger sauce had for bless Gatling dose not even you are fortunate for,cyberbullying,ethnicity/race
Fuckin up the game bitch you gets no love,cyberbullying,gender/sexual
Lawd I’ll flirt a nigga out his drawls🤦🏽‍♀️,cyberbullying,ethnicity/race
"Dumbass sluts who are already owned, stop being stupid and trying to my content. You found your mistress now leave me alone fucking dumb bitch",cyberbullying,ethnicity/race
@layxsnv yea workin on what she finna get that other bitch 😂😂😂😂,cyberbullying,gender/sexual
"@ZimoDrako @AbsoluteWithE @TommyRobinsonNS @elonmusk He is well versed in the Quran and Islam, he has a best-selling book on that subject. Every religion should be open to debate, why would you think Islam should not?",cyberbullying,religion
You should be happy idiot because your favorite army killed an innocent Muslim in IOK,cyberbullying,religion
@__frankkie @rottskiii I thought it was a bitch lmao,cyberbullying,gender/sexual
U single if I want u bae ur bitch know wassup wit me 😏,cyberbullying,gender/sexual
@DoItStaank Nigga drop the @,cyberbullying,ethnicity/race
"@usagijer ""look, you silly bitch, I'm trying to apologize""",cyberbullying,gender/sexual
this nigga ja morant really bout to lose his nba career tryna be a 4kt member 😂🤦🏾‍♂️,cyberbullying,ethnicity/race
@trueebeauty the bitch don’t do none sit up and stare and my page and the nigga page subbin both of us,cyberbullying,ethnicity/race
My family migrated from Jammu in 1947 when many of muslims were slaughtered by the indians. I am a kashmiri you idiot.,cyberbullying,religion
Have A nigga ever treated u so good but the 🍆 was trash???🚮,cyberbullying,ethnicity/race
he tatted my name in arabic on his wrist.. his next bitch better not think it’s scribbles..,cyberbullying,gender/sexual
"@arne__ness this is tooze&gt;? lmfao no wonder people complaina hbout him, get gud loser bitch",cyberbullying,gender/sexual
Black NiggaNigga Art OnlineOne Punch NiggaDemon NiggaDeath Nigga https://t.co/PdEI71A4uU,cyberbullying,ethnicity/race
"@BillClinton Dude, you had your own room at Epstein’s child rape island.",cyberbullying,gender/sexual
"Here Dr Nick, let me explain it to you..... If you still believe the official narrative that ""a few Muslims"" were responsible for 9/11.... Then you're most likely a racist or a complete idiot. 9/11 WAS AN INSIDE JOB!!!",cyberbullying,religion
"If you support trump you fall into 3 categories. You are: 1. A racist, white supremacist 2. A radical “christian” that is trying to end a women’s right to her body 3. A millionaire/billionaire who wants to keep all the $$in a few hands Full stop",cyberbullying,religion
"@rVCwjLYPws3jJc4 @fnmean1 @realmrfrog @MMAJunkie ""Probably"" ""125 cases""Dude did u read whole article? Immigrants since 1500? God damb you are dumb 🤣🤣🤣🤣Are u one of these uk inbreds? Its historically one of most accurate well documebted things. Uk have obe of biggest inbred structures since forever",cyberbullying,ethnicity/race
This girl below don't talk about police arresting that molesterShe just wants to abuse Hindus and their culture and festivals Theses are the same people who say crime doesn't have religion when any muslim does same https://t.co/EZqZfUUgi2,cyberbullying,religion
Gone try to make me drive to plant city in all that fuckin traffic with no license. No bitch that wasn’t the plan. I’m aggravated AF😑,cyberbullying,gender/sexual
@chu_bands @thagenera1 N this a character brother lol that Nigga pop don’t act like this he jus doin hella reels,cyberbullying,ethnicity/race
@Ruchi4Tweets So better to choose one whatever u feel first and right. Else you can loose something which can be precious to you. And in all this you are surely going to loose ur time. So better to be either on black side or on white side rather than hung in between of them.,cyberbullying,ethnicity/race
can’t believe i like this nigga bro,cyberbullying,ethnicity/race
"Nigga can’t even feel his lower body, he not sitting there cause he want to🤣🤣 https://t.co/8diDYmEnDT",cyberbullying,ethnicity/race
@B1000_23 @racksisin @BleuCapone Fuck nigga fina do a drill wit da lil yocket monster😭😭😭😭,cyberbullying,ethnicity/race
@Iy_Penda Dude was too quick with it too.. Atleast wait a bit nigga damn 😫😅,cyberbullying,ethnicity/race
Mad Muslim you are and u knw what you r a psycho...better stay away from our religious. idiot @TarekFatah and when you don't knw how to read quran then shut your dirty mouth and cut ur finger to stop tweeting like this shit.. shamed person,cyberbullying,religion
"Colorado woman faces no jail time for statutory rape, pregnancy by 13-year-old boy: report https://t.co/E5Mvcs4HXl #FoxNews news just in all people that like to molest kids can go to Colorado, and get away with it. must be the drugs they smoke LOL",cyberbullying,gender/sexual
I know when a nigga hear dem steps creeping up lmao don’t shiver in public nigga https://t.co/LDD0rNDsjp,cyberbullying,ethnicity/race
@TheNBACentral @jovanbuha Give him whoever they want outside of lebron and ad lmaooo lakers dumb af neither of those guys r ever gonna be able to contribute to a ring bc they won’t get there without kyrie or some huge help,cyberbullying,ethnicity/race
@BanyanyaVT Flush dat lil nigga,cyberbullying,ethnicity/race
@Mr_Dadams00 Aht aht! That’s how we get fat. We got goals Nigga.,cyberbullying,ethnicity/race
"Finally fucking beat the Godskin duo, these niggas were beating my ass https://t.co/Y2o2Jl9z3G",cyberbullying,ethnicity/race
"What can I saw , it's a popular religion . Oh wait you think all people are forced to become muslim . Your an idiot .",cyberbullying,religion
@Soloaimbot @dabiggbaee Niggas just wake up and want an itchy shaft  .. “ Feel like burning when i pee this weekend “,cyberbullying,ethnicity/race
taking yo bitch car to go see another bitch is bum shit😂,cyberbullying,gender/sexual
Nigga's be in jail forever and a day and don't post no free you or nothing but soon as a nigga get outta jail here come the welcome home bs #StopTheCapBap,cyberbullying,ethnicity/race
@IAMCouncil Muslim council 😂😂supports terrorism and modi is against terrorism and radicalization thats why they are defaming modi,cyberbullying,religion
"@BNantale Islam in the Bible

Zephaniah 3:9 NIV
... serve him shoulder to shoulder.

Psalm 95:6 NIV
Come, let us bow down in worship, let us kneel before the Lord our maker.

Qur'an 3:85;5:3;2:2;4:82
3:103... do not die except as Muslims. https://t.co/NZfKv2MOVx",cyberbullying,religion
Some of you niggas nigga really do wanna be bitches I’m ngl https://t.co/Kfmtaifi8Y,cyberbullying,ethnicity/race
The terrorists who did all these are Muslims. When will u ask ur fellow people to stop all these nonsense!!! Stop Muslims to spread terrorism in Kashmir. We can fight with those across border but how can we fight with those who stay in India but pay for Islamic terrorism.,cyberbullying,religion
"@husnekainaat When you have Shia Muslims openly supporting terrorist groups like Hezbullah, Bader Brigade, Al-Fatimaued who have been butchering sunnis for fun for the last decade, what do you expect?Not even gonna mention Assads genocide to his majority sunni Muslim population",cyberbullying,religion
Annoying bitch,cyberbullying,gender/sexual
We’ll see very soon if I’m just a little bitch or if I got food poisoning,cyberbullying,gender/sexual
So you jus gon rape me?😕In front of my Glock?😣,cyberbullying,gender/sexual
What’s up with this nigga ankle son,cyberbullying,ethnicity/race
That’s some ‘Christian’ woman right there!,cyberbullying,religion
@MujtabaAasif I think Sar Tan Se Juda from your community will be soothing for your eye to hear?Ever commented against Muslim boys killing hindu girls in the name of love jihad?,cyberbullying,religion
"Same as religion, one rule for muslims ,one rule for everyone else not shouting about that are you ,pointless party idiot",cyberbullying,religion
"@MyDawg_Skip …. What? I was sayin I was the dude responding to the messages saying “On it bitch” 😭And then also, why?",cyberbullying,gender/sexual
Nasty white bitch MILF @AlexisGoldenXXX getting her juicy pussy eaten by her young black stud 😍👅#alexisgolden #milf #mofos #black #heels https://t.co/vmSsTcjJA0,cyberbullying,ethnicity/race
if you drive through crowded mall parking lots you’re a bitch..,cyberbullying,gender/sexual
@mekhidfwu @pops_chunky @dashodisaL @limberlyy @notniicolee @miissmommy @ItzKebbz @Deonnn33 you really a bitch then fr,cyberbullying,gender/sexual
"Jihad continue till the day of judgment, Beacause Jihad means Fight against Evils(#Israel #America ) to bring peace and Justice in the world. To fights Against Terrorsist states #Israel #America , rescuce humanity from two terrorist state of the world. Feared",cyberbullying,religion
"Ask any nigga that call me they brother, they’ll tell you I’m one of the realest niggas they kno #Factual",cyberbullying,ethnicity/race
anybody who THINK we finna go bck n forth and be on &amp; off go to hell bitch please,cyberbullying,gender/sexual
"You're completely wrong on that one. I'm a Christian woman and I have 3 gay family members, and 1 friend who is gay and I love them all. It's not my place to judge them or to say if they're right or wrong, and they love me all the same.",cyberbullying,religion
"the 8treys really the most diverse gang in NY, I remember an Indonesian nigga tried to bang on me at the bus stop.",cyberbullying,ethnicity/race
NEVER lack in public. you never know when a bad bitch is watching you,cyberbullying,gender/sexual
Well then thats a conundrum. Because that conservative march was due to the government imposing on people's right to practice free religion. Just like how planned parent hood is funded by tax payers. Why is it that a christian woman has to pay for something she doesn't believe in,cyberbullying,religion
Seems like you read the Quran from ISIS that's why you got this terrorist attitude in yourself. Get a therapist bro...and read it once again it clearly says ISIS so you're a student of what's University of terrorism.,cyberbullying,religion
@gibsonfagg @TouchmyNRthigh @Un_dragon_mas @CalvinCates4 @IGN You obsessed w me nigga go away you drink,cyberbullying,ethnicity/race
"@charlesaustin_1 @planetaryyrayy @Insecurecucumb1 @SchoolFights4U It’s not just a word it has a meaning behind it, your probably the type to let someone talk bad about your mom or family and you won’t do anything about it. Being called the N word and not doing nothing about it makes you look dumb than the person who said the N word looks tough",cyberbullying,ethnicity/race
"@robreiner There are dark moments in u.s history which the ancestors of Democrats are responsible for. Not just slavery and racism toward blacks, but the Democrat ancestors were also racist toward whites, lynching many whites.",cyberbullying,ethnicity/race
this nigga was legit punching me in the arm at a bar yesterday cause he liked my hair..,cyberbullying,ethnicity/race
&amp; if my bitch ask me about you I’m gone lie doe 😘,cyberbullying,gender/sexual
"that nigga mad cause i’m fucking his hoe, what you gon die about that hoe??",cyberbullying,ethnicity/race
@SEMlTF i know all the sins that you made bitch,cyberbullying,gender/sexual
"Just be a regular Muslim and talk about Islam; why you gotta make a character out of yourself as ""dawah guy"", or ""sunnah chad"", ""dawah hero""...You don't represent sunnah, nor the proper etiquettes of da'wah anyways. It just looks like you're trying to be something you're not.",cyberbullying,religion
"I couldn't stand that Muslim phony SOB, I about fell over when the idiots reelected it. Biden would be worse but you all ready know.",cyberbullying,religion
"@RiaRevealed @ArijitS97756355 @vijaygajera @bharatmatrimony Wat kind of intolerance  u r talking abt? Intolerance is pelting stones on Hindus processions by Muslims, throwing meat on kawad Yatra, attacking Hindus celebrating Hindu festivals, covering Mosques during Holi as maulvis said color is haram in Islam. Intolerance is wide...1/2",cyberbullying,religion
"#AFG Taliban had destroyed a school in Logar province. Terrorist are against humanity, education and development. Taliban and Dayesh jihad means destruction of society fabric and nothing else.",cyberbullying,religion
@JayAugVille nigga sound just like gillie 😂,cyberbullying,ethnicity/race
"@ChidiNwatu @TommyPigott @RepJeffries Hey dumb dumb, remember that time when Biden lost the election and fucked our country up with dolts like you? Me too. It’going to take a while to unfuck the debt and national security issues that have been caused. It’s been a month! Don’t worry we’ll make America Great Again!",cyberbullying,ethnicity/race
"@_BarringtonII It’s a cope for white conservatives. Their beloved country has been sold off to globalist and then @GOP gives them hope by pointing out, “Well, you still have freedom of speech. You can still criticize the niggers.” They breathe a sigh of relief and rejoice.",cyberbullying,ethnicity/race
"@MunstaMasta nigga wiped out a whole kingdom bc he was bored, but other monsters that just want to kill with no regard are rare cases https://t.co/msq7RzpPCb",cyberbullying,ethnicity/race
Young rich nigga subiendo a cojones,cyberbullying,ethnicity/race
love when a bad bitch tells me i got good style,cyberbullying,gender/sexual
If you have a problem with your idiot mayor leave Islam out of it! Don't think for a moment that your immigrant mayor gives 2 cents about Islam! Your only offending the Muslims who actually think Sadik is a lowlife!,cyberbullying,religion
i will BURN this stupid bitch ALIVE unless its a moth then its okay https://t.co/xKyQ4ooDZ2,cyberbullying,gender/sexual
@ucddublin @UCDSU @HumanitiesUCD @ucdscience @UCDHistory Coming soon to a University near you. Would UCD authorities who originally declined to send representative to Newman's canonization (until shamed by MUSLIM Mayor of Birmingham) stand up to idiot student fanaticism? @RuthDE,cyberbullying,religion
Lmaooo that last “bitch “ hit different… he upsets 😂 https://t.co/P2lYBeKetY,cyberbullying,gender/sexual
"every time i'm in the middle of some dumb controversy the engagement goes up. it's ""good for business."" but i don't like it. if i was in it for business i wouldn't have made the decisions i madewe're all drawn to drama. but it's mental masturbation. fight it",cyberbullying,ethnicity/race
@Karthik_Rao_TTM @Oshanie85 If this was a Muslim doing this henious act you would be blaming islam and my faith.   As a Muslim I know this is a henious act by a hindu which ain't part of Hinduism.,cyberbullying,religion
@obsurfer84 The ME led the world in development before there was Islam and fell behind the world after Islam.,cyberbullying,religion
"@tinycuffs @GoblinBurrows @BaseballCresant Okay, then let me start off by asking you, if someone says, “I’m just debating whether I should rape you or not.”, what do you do?",cyberbullying,gender/sexual
Round like ah lil nigga u getting talk to any kinda way mann idk,cyberbullying,ethnicity/race
"&amp; and it's this bumpy face ass pregnant bitch talking shit girl stfu and have that baby so i can beat your ass , when a bitch see me they run in the house girl fuck u",cyberbullying,gender/sexual
nd i hope every bitch tht thinks he’s cute dies &lt;3,cyberbullying,gender/sexual
"@CAIRMN Nope. It is inspired by her ignorance and antisemitism. This has nothing to do with her being woman, Muslim or any color. Check yourself",cyberbullying,religion
"@GorillaSandRace He's not wrong though. Ego is a bitch. Pot meet kettle, etc.",cyberbullying,gender/sexual
"President Trump is like you Mel when you were young and didn't take ""CRAP"" from anyone .. He needs your support its the Radical Christian thing to do .. We maybe followers of Christ but were definitely NOT doormats for the WORLD to Walk upon.",cyberbullying,religion
"@freemonotheist Misogynistic comment. No wonder so many people dislike Muslim men. Yes, I know it’s wajib to grow a beard, but using a woman as an insult for those who don’t grow a beard is pathetic. Do better.",cyberbullying,religion
"@FBFanClubPrez As much as it pains me to say this, she herself is an actual Muslim and a member of Islam. She went through the Shahada.",cyberbullying,religion
@_thebarbie_ bitch you pushing it,cyberbullying,gender/sexual
@MumukshuSavitri @BefittingFacts @svaradarajan @AshwiniVaishnaw The fact that these ppl will call you or anyone a BJP supporter because in the end yr vote will go to BJP.(not bcos BJP policies r gr8 but there r no options.) Eg a past pro hindu party udhav SS now openly put forward gomutra jibes on hindus. Do u expect to vote for them?,cyberbullying,religion
A few bad Muslims doesn't make all Muslims bad. A few bad cops doesn't make all cops bad. So don't let @AOC make you think Puerto Ricans are all idiots. Individualism is better than collectivism. Racism is collectivism. Individualism is freedom.,cyberbullying,religion
"Oh back to this...strawman and this seems to be your 2 go to sayings. Originality isn’t your forte. So we have both agreed tonight that Islamic terrorism in the U.K. is so low, ladders are statistically more dangerous. Maybe the elephant is a strawman.",cyberbullying,religion
@lovefromnoell Bitch don’t nobody want it to go up I’m stating my opinion it’s a app for opinions get out my comments d**k rider,cyberbullying,gender/sexual
"The Spirit of the Lord will come to rest on Jesse, and there will come forth a rod from the stern of Jesse. And the Lord will say, ‘Yeah, you like that bitch!’ - Isaiah 11:1-2",cyberbullying,gender/sexual
Tighten up bitch https://t.co/PNb5w2PVaB,cyberbullying,gender/sexual
"@TGClericOLL @1stbornson1 @RWPopulism @lurichpete same niggas talking about ""black people are the real racists"" ""everybody makes things about race nowadays""",cyberbullying,ethnicity/race
@i66sgmn @xget_well_soonx if any of the transphobes here want something actual to cry and bitch abt and release some of that insecurity rooted hatred in their ugly rancid hearts feel free to dm me u dont have to go after lgbt spaces cuz u know we’re already down and being quite literally shot at,cyberbullying,gender/sexual
"@sahouraxo This is a spasm problem. Their are people in the American forcefield(particularly two), that are so dumb and brutal, that these extra instances of brutality are being launched as a result of these two, stuck in place; on this forcefield. They're wrongly trying to be 'odd'.",cyberbullying,ethnicity/race
Headshot if a nigga ever try n pull my card,cyberbullying,ethnicity/race
I know what u mean. ISIS and the terrorists cherry pick verses from Quran and hadith but that was not the message Allah sent and the prophet gave us. Islam strongly prohibits murder of both muslims and nonmuslims.,cyberbullying,religion
@iamflawlessog lmaoooo damn bitch,cyberbullying,gender/sexual
@Poonch_History @akhti_mujahida You’re disgusting. I find it comical how you call yourself Muslim. 🤡,cyberbullying,religion
"@DillyHussain88 Doesn't go a day when i don't see a Pakistani girl with rainbow lgbtq support in her Twitter bio. Despite the fact that Pakistan is 95% Muslim majority country with ""Islam"" in its name.I don't know how's this happening. Perhaps insecurity and search of western validation?",cyberbullying,religion
@rokugan777 This the funniest hating nigga,cyberbullying,ethnicity/race
"Hey, calling any woman a man because they have a certain kind of body is actual misogyny. Dumb fucks.",cyberbullying,ethnicity/race
lmaooooo dis nigga almost died https://t.co/H7Yt8MsMvb,cyberbullying,ethnicity/race
"Madam, Terrorists are a nuisance. When ISIS cannot be stamped out, then how can you even think ISI organised terrorism can be beaten in one strike. It is the evil mind of barbarism because of what they believe in which is the problem. Read Quran. You will know. 72 hoors, crazy!",cyberbullying,religion
you thought he was robbin who’s? that nigga a gunch https://t.co/4hyvvBT3SV,cyberbullying,ethnicity/race
"What u must be joking sir they are either torchbearer of jihadi forces or overground workers of Islamic terrorism ,as simple as that",cyberbullying,religion
every bitch you fumble you lose an inch,cyberbullying,gender/sexual
"@Sanity_3 And in the meantime or say from last three days I was thinking of a vibrant Ganga Jamuni Tehzeeb, a very unique indian tradition of unity in diversity in which Hindus celebrate Eid and Muslims celebrate Holi Diwali together with equal participation and joys!!!!",cyberbullying,religion
@LBugnion @IamOnir @shahaariff Why are you defending a certified Hindu hating islamist bigot ? Is it the age old barbaric abrahamic solidarity against pagans ? Did you ask that communal bigot if he checked the identity of those men &amp; checked if those were not muslim ? Why do have your panties in knots ?,cyberbullying,religion
“Haha you guys have riots!” *shoots protestors with real bullets* “You can’t just all get along because you’re all idiots!!” *puts Muslims in concentration camps*,cyberbullying,religion
Some of you bitches be hating on another females for being thick and having a a body while if a twig ass hoe wear the same shit y’all look the other way 💀y’all ain’t ready for that talk though.,cyberbullying,gender/sexual
Im betting top dollar niggas ain’t never ran my bitch,cyberbullying,ethnicity/race
"dayum this bitch fine asf, and the chick isnt bad looking either. https://t.co/12ZCqyBavk",cyberbullying,gender/sexual
@Aadriana_Aubrey bitch its called pregnancy now go feed the baby,cyberbullying,gender/sexual
A plain Jane will set a man back 50%+ of his net worth a bad bitch or a quirked up freaky manic pixie dream girl will leave with a baby and diaper money. It’s actually in mens best interest to date bad bitches. https://t.co/7UbQ6i1PbL,cyberbullying,gender/sexual
@LegendOfWinning Now a nigga can’t request a trade LMFAOOOOOO. Perkins stay having a problem with something. A grown woman,cyberbullying,ethnicity/race
Nigga yawl never met me ctfu…..and it’s obvious ctfu https://t.co/G0I249NB2B,cyberbullying,ethnicity/race
"Trans Rights are Human Rights, cosigned by this cis Christian woman.",cyberbullying,religion
@baaerito @keonsene @pinkprintRoman1 @novabarbiie I’m 20 and you are definitely the dumb jackass here idgaf the fat bitch don’t have no business saying it,cyberbullying,ethnicity/race
Y’all be some MFN haters! Always want a bitch to be happy for y’all but energy is NEVER  reciprocated! I love bitches that don’t mind giving you your flowers! Dats REAL LOVE !,cyberbullying,gender/sexual
Don’t you know you fw a nigga that could change your life?,cyberbullying,ethnicity/race
"@rusticfem @So_Much_Fandoms I'm gonna pull a *VERY* specific caveat.A person forced to rape someone else by a third party with a threatening weapon.The person being forced to rape someone else is still a rapist as much as the one forcing them to rape.However, in this case, rapist #1 can be rehabbed.",cyberbullying,gender/sexual
"I can't help but feeling like I am the one, nigga.  What they call u where u from nigga!?",cyberbullying,ethnicity/race
@daniismycousin Nigga u drank watched porn and sent nudes before you kissed someone?,cyberbullying,ethnicity/race
@IAmThe1Teacher @stevecorrales80 @IronmanL1 Islam declared war on all humanity 1400 years ago.  And nothing has changed.,cyberbullying,religion
"And lastly, if you're a Muslim, then I love you for Allah's sake. I've lived 13 years of my life in service of Allah's deen focused on helping guide the next generation back to islam and building strong relationships with people around me. And all I want is paradise for us all.",cyberbullying,religion
Wait do I attract cocky niggas bc I’m a cocky bitch???,cyberbullying,ethnicity/race
@NFL_DovKleiman I think 6months is good enough. That child too young to even know what’s going on. And tbh bitch probably had it coming,cyberbullying,gender/sexual
"@andersmgoodwin @Harry_Styles This is exactly how I felt in September(?) 2020 when Tyl*r J*seph made that fucking dolls kill bullshit ""funny"" post after/while ignoring Black cliquies/fans begging him to say *anything* about George, the uprising, or police brutality &amp; racism, then doubled down on it all while",cyberbullying,ethnicity/race
"#सशरीर_सतलोक_गमन
#मगहर_लीला
Hindu, Muslim, Sikh, Isai, appease me sob Bhai Bhai l Arya Janie are Bishnoi, Ek Prabhu ki beach so ll Kabir Sahib, I said that you people are divided in different religions but in reality all are the same and are the children
God Kabir Nirvana Diwas https://t.co/JUvuFGDTVy",cyberbullying,religion
@AZ_Brittney Not going to happen bitch. Too much information out there that proves he didn't.,cyberbullying,gender/sexual
@Eddieisback2 @fintancox So it gives you a right to ask about my life? Ya nosy Cunt. Away back to your rte n whitewashing the last 60 yrs. You know fuck all and I’m not going start educating the likes of you. Ya can’t argue with stupid. Bye bye dumb dumb,cyberbullying,ethnicity/race
"Well put it like this, when I was going every Sunday. My heart mind and body was religious. I met a “Christian” woman. She told me she had sex with the pastor. So just can’t get my mind right going back. Take your time.",cyberbullying,religion
"Stop calling me Kamoshida's bitch..I'm not a bitch, I'm an orb",cyberbullying,gender/sexual
@blueninghour111 i learnt a lot about islam before and my best friends were all muslim and taught me a lot ! but even in general i try to not put things in the face of people who dont want it ; i dont post my body or music during ramadan bc many friends of mine r muslim on other socials but 2/3,cyberbullying,religion
"@DanCrenshawTX @lopezobrador_ I’m sure their are Mexican, Central American citizens who are killed by the cartels too. Please don’t act like dumb as a rock 🪨 MTG. These domestic cartels are multinational including Americans.",cyberbullying,ethnicity/race
Megan was nobody friend either wtf all these hos bout a bag and turn a blind eye jst like she did w trey songs Chris brown g eazy etc she dgaf so how u mad u get shot &amp; now nobody gaf about u 💀 that would’ve made sense if she was a stand up bitch herself but she’s not https://t.co/pSGl8cZgOH,cyberbullying,gender/sexual
I block all this long foot bitch friends hoe ain’t nobody sending you shit you 🫵🏼 on my page,cyberbullying,gender/sexual
He hasn't done jacks...t & you know it. He compromised his own citizens lives through xenophobia by banning only CHINA from entering the USA. He did all of this even though he praised Xi Jinping knowing that idiot set up muslim concentration camps. No @realDonaldTrump is a joke.,cyberbullying,religion
i hope that nigga doin good wherever he is tho,cyberbullying,ethnicity/race
@JalennAlexander nigga be to known for me😒,cyberbullying,ethnicity/race
@DianH4 @ExposeFalsehood Who else are we suppose to talk to in Muslim land when they produce nothing but filth.,cyberbullying,religion
"@dorotheabrook3 @FrDarinSchmidt Except increasingly, ""blacks only"" designations are now being used specifically to exclude other races, particularly white people, for a specifically racist purpose. Two wrongs don't make a right.",cyberbullying,ethnicity/race
"@ikalin1 @nrllhkose All westerners didn't subscribe to Nazi ideology.  All Muslims subscribe to the religion of hatered, murder, and bigotry",cyberbullying,religion
BTW her husband was murdered for defending the rights of a Christian woman in Pakistan. That's why it is personal to her. She has a personal interest in wishing for Muslim countries to be more tolerant https://en.wikipedia.org/wiki/Salman_Taseer,cyberbullying,religion
"@outcontextyuri And now Kase is just a bitch, who dont deserve love",cyberbullying,gender/sexual
It’s a bad bitch thing💓 https://t.co/smSmA0fgqA,cyberbullying,gender/sexual
"I can’t love you like yo bitch do, so don’t leave her",cyberbullying,gender/sexual
@AmyCrx_ @KillDaOppsG @CrooklynMMA then stop watching the UFC you ugly ass bitch,cyberbullying,gender/sexual
I learned being a real ass bitch only get your feelings hurt.,cyberbullying,gender/sexual
"So “woke” is the new term for anti-black, anti-LGBTQ, and overall anti-diversity. I’m just stuck on the fact that if a white person call me and my ideology “woke” they pretty much using it as diet nigger lol",cyberbullying,ethnicity/race
"Proving these ppl are not about equality but punishing ppl that dont agree with them. Instead of going to a to a pro trans baker, they attempt to destroy this Christian man, but they’d NEVER go to a muslim bakery and do the same, truly disgusting behavior https://t.co/L7kqumNOmE",cyberbullying,religion
@halalflaws @biebervalue @greenlinerzjm The women convert to Islam because they marry Muslim men. Men convert in prison.,cyberbullying,religion
#BringBackPayal @TwitterIndia u ar biased towards islamic terrorism,cyberbullying,religion
"@lalisafan27 @sanaaabae @stageniuslsm @minarimna @crazedbandshee Ik are not talking when you called laLICE, bitch the self-drag",cyberbullying,gender/sexual
"@TariqMueller @CarlLately @sassygayroot You know what's weird. I never see Jewish, Muslim, Hindu, etc. celebrities trying to force their religion and encourage their followers to convert while receiving rewards. It's weird that only Christians do that across the whole spectrum. Seems like a superiority complex to me.",cyberbullying,religion
"@total_woke_ Yes indeed. Love jihad doesn’t exists for its victims, because they’re already dead. Dead people feel nothing. Islamolefties - 1 Hindus - 0",cyberbullying,religion
My own mind be ruining my mood like bitch are you on my team or not,cyberbullying,gender/sexual
I’m actually very uncool bitch https://t.co/NEJmT4ZGz5,cyberbullying,gender/sexual
“Got on them niggas ass I remember they ain’t throw me shit. Niggas think cus I’m quiet I won’t blow this bitch”😶‍🌫️,cyberbullying,ethnicity/race
"@LannyBrown78 Tell us you don't understand what rape is without telling you don't understand what rape is.Most rape victims were NOT wearing ""something sexy"" and attractiveness is not a precursor to being a rape victim.""Do better"". FACDWSHBWThe ""blatant ignorance"" is exclusively &lt;yours&gt;.",cyberbullying,gender/sexual
"Q;Why a very few people would follow Imam Al Mehdi from the entire 3 billion Muslim Community?A;One of the solid reason expressed by many Arab religious scholars, Because Imam Al Mehdi would labeled as Wahabi, Khawarej, Fetna, Salafi, terrorist, etc by the Misguided Ulummah.👇",cyberbullying,religion
"The one-state solution won't influence the historical and religious link to the Holy Land. Rather, it affirms that the Holy Land has an equal Islamic and Christian status. Support for one state is hardly a radical proposal.",cyberbullying,religion
If you let a motherfucker keep smacking you and keep turning the cheek you’re they bitch,cyberbullying,gender/sexual
"So you want to get rid of white police officers because they are white, which is racism, the root of our argument which would put many officers out of work just because 1 guy was racist? Should we not allow Muslims in our country because some are “radical” too? You’re an idiot",cyberbullying,religion
yo we seen a nigga fr get tased tn LMFAO,cyberbullying,ethnicity/race
"do u lx nigga but if i find out u are doing u, tell that bitch to wear a bulletproof vest 😂🤣",cyberbullying,ethnicity/race
“boosie i swea to god i’ll hurt one of dese bitch ass niggas in hea” is legendary lol https://t.co/bDg2eGVsTn,cyberbullying,ethnicity/race
@DrLoupis @MattWalshBlog That bitch should be locked up,cyberbullying,gender/sexual
Why are you so determined  to drug me #BruceSlimmon?  Do you rape me when I'm asleep and Livestream it on #Palace nchannels? @RoyalFamily,cyberbullying,gender/sexual
"@TacosDog @ErikWhi70627234 @punishedmother @Sargon_of_Akkad Poverty causes crime. Black people suffer from a gap in generational wealth due to the history of slavery and racism in the US, so many Black families are trapped in poverty. It’s not hard to to understand, you just choose to ignore reality.",cyberbullying,ethnicity/race
@mawhilsims @PinkUmbrellaTTV @that1greenleaf @SiranWitch @lunagamestv I cannot wait until you're calling me bitch in real time,cyberbullying,gender/sexual
@mitchgarber @PierrePoilievre You sound like a butthurt little Liberal bitch!  There is not a solitary thing that you posted here that you can back up. Fukk off!,cyberbullying,gender/sexual
"Dnt compare Dalits to Muslims. If u wanna fight, fight ur religious extremism. The wrld is on brinks, Islamic terrorism is a menance. There's no Dalit terrorism, Buddhist terrorism, Jain Terrorism, But Islamic. How peaceful u really r, entire wrld knws.",cyberbullying,religion
"@DELICATEHOURS Thats not how the world works but okay, glad to know you’re not just a bitch, but you’re a delusional bitch",cyberbullying,gender/sexual
Having a bitch call you Luh munch is INSANE 😭,cyberbullying,gender/sexual
