Classe,level_1,antecedents,consequents,support,confidence,lift
age,136,"frozenset({'like', 'school'})","frozenset({'girl', 'high'})",0.1022993899577663,0.48769574944071586,1.0189016098609467
age,139,"frozenset({'girl', 'high'})","frozenset({'like', 'school'})",0.1022993899577663,0.21372549019607842,1.0189016098609465
age,52,frozenset({'school'}),"frozenset({'like', 'bulli'})",0.20710151728452997,0.22092441181378275,1.0182911065072193
age,49,"frozenset({'like', 'bulli'})",frozenset({'school'}),0.20710151728452997,0.9545782263878876,1.0182911065072193
age,79,frozenset({'high'}),"frozenset({'like', 'school'})",0.12748318473330206,0.213462545835516,1.0176480652695405
age,74,"frozenset({'like', 'school'})",frozenset({'high'}),0.12748318473330206,0.6077554064131245,1.0176480652695403
age,56,"frozenset({'school', 'one'})",frozenset({'bulli'}),0.10902549663694666,0.9886524822695035,1.0169678711422263
age,57,frozenset({'bulli'}),"frozenset({'school', 'one'})",0.10902549663694666,0.11214802896218826,1.0169678711422263
age,0,frozenset({'get'}),frozenset({'bulli'}),0.11809791959956202,0.9882198952879581,1.0165228947024805
age,1,frozenset({'bulli'}),frozenset({'get'}),0.11809791959956202,0.12148028962188255,1.0165228947024805
age,55,"frozenset({'one', 'bulli'})",frozenset({'school'}),0.10902549663694666,0.9521857923497268,1.0157389905709666
age,58,frozenset({'school'}),"frozenset({'one', 'bulli'})",0.10902549663694666,0.11630235274486901,1.0157389905709666
age,48,"frozenset({'like', 'school'})",frozenset({'bulli'}),0.20710151728452997,0.9873228933631619,1.0156002022961697
age,53,frozenset({'bulli'}),"frozenset({'like', 'school'})",0.20710151728452997,0.21303298471440066,1.0156002022961697
age,8,frozenset({'bulli'}),frozenset({'one'}),0.11450023463162834,0.11777956556717618,1.0147773081818832
age,9,frozenset({'one'}),frozenset({'bulli'}),0.11450023463162834,0.9865229110512128,1.0147773081818832
age,18,frozenset({'like'}),frozenset({'school'}),0.20976067573908963,0.951063829787234,1.0145421431386263
age,19,frozenset({'school'}),frozenset({'like'}),0.20976067573908963,0.2237610545636576,1.0145421431386263
age,21,frozenset({'one'}),frozenset({'school'}),0.11027686532144533,0.9501347708894878,1.013551074636492
age,20,frozenset({'school'}),frozenset({'one'}),0.11027686532144533,0.11763724345069247,1.0135510746364917
age,44,"frozenset({'school', 'bulli'})",frozenset({'high'}),0.5560769591740967,0.6046946759653004,1.0125230653342496
age,47,frozenset({'high'}),"frozenset({'school', 'bulli'})",0.5560769591740967,0.9311157674174961,1.0125230653342496
age,7,frozenset({'bulli'}),frozenset({'like'}),0.216956045674957,0.22316975060337893,1.0118611458208522
age,6,frozenset({'like'}),frozenset({'bulli'}),0.216956045674957,0.9836879432624114,1.0118611458208522
age,114,"frozenset({'school', 'bulli'})","frozenset({'like', 'girl'})",0.11027686532144533,0.11991835346147305,1.0100632854798381
age,109,"frozenset({'like', 'girl'})","frozenset({'school', 'bulli'})",0.11027686532144533,0.9288537549407114,1.0100632854798381
age,166,"frozenset({'school', 'bulli'})","frozenset({'like', 'girl', 'high'})",0.10198654778664164,0.11090321483245451,1.009977567555387
age,149,"frozenset({'like', 'girl', 'high'})","frozenset({'school', 'bulli'})",0.10198654778664164,0.9287749287749287,1.0099775675553868
age,11,frozenset({'bulli'}),frozenset({'school'}),0.9195995620209604,0.9459372485921158,1.0090733906640075
age,10,frozenset({'school'}),frozenset({'bulli'}),0.9195995620209604,0.9809778074420157,1.0090733906640075
age,75,"frozenset({'like', 'high'})",frozenset({'school'}),0.12748318473330206,0.9411085450346421,1.0039223975315312
age,78,frozenset({'school'}),"frozenset({'like', 'high'})",0.12748318473330206,0.13599199065576506,1.0039223975315312
age,120,"frozenset({'like', 'high', 'bulli'})",frozenset({'school'}),0.12701392147661505,0.9409038238702202,1.0037040123481258
age,129,frozenset({'school'}),"frozenset({'like', 'high', 'bulli'})",0.12701392147661505,0.13549140664108128,1.0037040123481258
age,101,"frozenset({'girl', 'high'})","frozenset({'school', 'bulli'})",0.4411074612857813,0.9215686274509804,1.0021412204956825
age,98,"frozenset({'school', 'bulli'})","frozenset({'girl', 'high'})",0.4411074612857813,0.4796734138458922,1.0021412204956825
